Id,Title,Description,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1642,Pendlay Row,"The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-ov",Strength,Middle Back,Barbell,Intermediate,8.2,Average
1643,Straight Bar Bench Mid Rows,,Strength,Middle Back,Barbell,Beginner,6.5,Average
1644,Barbell seal row,"The barbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a",Strength,Middle Back,Barbell,Intermediate,6.2,Average
1645,Yates Row,,Strength,Middle Back,Barbell,Beginner,0.0,Average
1646,Plate Row,,Strength,Middle Back,Barbell,Beginner,0.0,Average
1647,Barbell Deadlift Bent Row Complex,"The barbell deadlift bent-over row complex combines two movements to target the posterior chain. It requires using a lighter weight than you could handle for heavy deadlifts alone, but doubles down on activation in the upper back, lower back, and glutes.",Strength,Middle Back,Barbell,Beginner,0.0,
1648,Single-Arm Landmine Row,,Strength,Middle Back,Barbell,Beginner,0.0,Average
1660,Kettlebell alternating renegade row,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Strength,Middle Back,Kettlebells,Intermediate,8.5,Average
1661,Alternating Kettlebell Row,,Strength,Middle Back,Kettlebells,Intermediate,7.9,Average
1662,Two-Arm Kettlebell Row,,Strength,Middle Back,Kettlebells,Beginner,7.3,Average
1669,One-Arm Dumbbell Row,"The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.",Strength,Middle Back,Dumbbell,Intermediate,9.0,Average
1670,Incline dumbbell row,"The incline dumbbell row is an upper-body exercise targeting the lats (latissimus dorsi) and upper-back muscles, as well as the biceps. Performing it on an incline bench helps target the lower lats in particular. Dumbbell row variations are usually perfo",Strength,Middle Back,Dumbbell,Intermediate,8.8,Average
1671,Bent Over Two-Dumbbell Row With Palms In,,Strength,Middle Back,Dumbbell,Beginner,8.8,Average
1672,Man-maker,"The man-maker is a sequence of exercises combining a dumbbell front squat, military press, renegade row, and sprawl. Between these movements it challenges muscles across the body, along with the cardiovascular system. It can be performed for rounds or fo",Strength,Middle Back,Dumbbell,Intermediate,8.4,Average
1673,Dumbbell bent-over row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fa",Strength,Middle Back,Dumbbell,Intermediate,8.3,Average
1674,Middle Back Shrug,,Strength,Middle Back,Dumbbell,Beginner,8.3,Average
1695,T-Bar Row with Handle,,Strength,Middle Back,Other,Intermediate,9.5,Average
1696,T-Bar Row,,Strength,Middle Back,Other,Intermediate,8.9,Average
1697,Alternating sit-through with crunch,"The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and a",Strength,Middle Back,Other,Intermediate,8.9,Average
1698,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well",Strength,Middle Back,Cable,Intermediate,8.8,Average
1699,Upside-down pull-up,"The upside-down pull-up is an advanced bodyweight exercise that is normally performed on a pair of gymnastic rings. It involves pulling the body toward the ceiling in an inverted position. It targets the same muscles as traditional pull-ups, including th",Strength,Middle Back,Other,Intermediate,8.8,Average
1700,Smith machine inverted row,"The Smith machine inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and des",Strength,Middle Back,Other,Intermediate,8.2,Average
1701,Lying T-Bar Row,,Strength,Middle Back,Other,Intermediate,7.9,Average
1702,Suspended row,"The suspended row is a bodyweight pulling exercise that focuses on the muscles of the middle and upper back, as well as the biceps. It can be trained in traditional muscle-building rep ranges or for higher reps. It can also work as part of a dynamic warm",Strength,Middle Back,Other,Intermediate,7.6,Average
1703,Inverted Row with Straps,,Strength,Middle Back,Other,Beginner,6.4,Average
1704,One Arm Chin-Up,,Strength,Middle Back,Other,Beginner,6.3,Average
1705,Sled Row,,Strength,Middle Back,Other,Beginner,0.0,
1709,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well",Strength,Middle Back,Cable,Intermediate,8.8,Average
1710,Single-arm cable seated row,"The single-arm cable seated row is a version of the cable row movement that trains the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also ta",Strength,Middle Back,Cable,Intermediate,8.5,Average
1729,Rower,"The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all t",Cardio,Middle Back,Machine,Intermediate,8.9,Average
1730,Seated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well",Strength,Middle Back,Cable,Intermediate,8.8,Average
1731,Smith machine bent-over row,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often",Strength,Middle Back,Machine,Intermediate,8.1,Average
1732,Leverage High Row,The machine high row is an exercise targeting the lats and works the back overall.,Strength,Middle Back,Machine,Beginner,7.9,Average
1737,Mixed Grip Chin,,Strength,Middle Back,Body Only,Intermediate,8.2,Average
1738,Rhomboids SMR,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the",Stretching,Middle Back,Body Only,Intermediate,5.7,Average
1739,Spinal Stretch,,Stretching,Middle Back,Body Only,Intermediate,5.3,Average
1740,Upper Back Stretch,,Stretching,Middle Back,Body Only,Intermediate,4.2,Average
1741,Middle Back Stretch,,Stretching,Middle Back,Body Only,Intermediate,3.8,Average
1749,Upright Row - With Bands,,Strength,Traps,Bands,Beginner,7.8,Average
1751,Barbell shrug,"The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still u",Strength,Traps,Barbell,Intermediate,8.4,Average
1752,Barbell behind-the-back shrug,"The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trai",Strength,Traps,Barbell,Intermediate,8.3,Average
1753,Clean Shrug,,Olympic Weightlifting,Traps,Barbell,Beginner,6.8,Average
1754,Snatch Shrug,,Olympic Weightlifting,Traps,Barbell,Beginner,6.2,Average
1756,Kettlebell sumo deadlift high pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher",Strength,Traps,Kettlebells,Intermediate,8.7,Average
1757,Standing dumbbell shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,Dumbbell,Intermediate,8.7,Average
1758,Standing dumbbell upright row,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for mode",Strength,Traps,Dumbbell,Intermediate,8.7,Average
1762,Lying Face Down Plate Neck Resistance,,Strength,Neck,Other,Beginner,9.3,Average
1763,Lying Face Up Plate Neck Resistance,,Strength,Neck,Other,Beginner,8.4,Average
1764,Seated Head Harness Neck Resistance,,Strength,Neck,Other,Beginner,7.6,Average
1765,Cable straight-bar upright row,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as",Strength,Traps,Cable,Intermediate,8.1,Average
1766,Cable shrug,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.",Strength,Traps,Cable,Intermediate,7.9,Average
1767,Smith machine shrug,"The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,9.2,Average
1768,Leverage Shrug,,Strength,Traps,Machine,Intermediate,9.1,Average
1769,Calf-Machine Shoulder Shrug,,Strength,Traps,Machine,Beginner,8.7,Average
1770,Smith machine behind-the-back shrug,"The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,Machine,Intermediate,7.8,Average
1771,Smith machine upright row,"The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,Machine,Intermediate,7.3,Average
1775,Isometric Neck Exercise - Sides,,Strength,Neck,Body Only,Beginner,7.4,Average
1776,Isometric Neck Exercise - Front And Back,,Strength,Neck,Body Only,Beginner,6.4,Average
1777,Neck Bridge Prone,,Strength,Neck,Body Only,Beginner,5.7,Average
1778,Side Neck Stretch,,Stretching,Neck,Body Only,Intermediate,4.8,Average
1779,Neck-SMR,,Stretching,Neck,Body Only,Intermediate,2.8,Average
1780,Scapular Pull-Up,,Strength,Traps,None,Beginner,6.6,Average
1781,Single-leg depth squat,"The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. I",Strength,Quadriceps,Bands,Intermediate,9.0,Average
1782,Squats - With Bands,,Strength,Quadriceps,Bands,Beginner,5.8,Average
1783,Hip Flexion with Band,,Strength,Quadriceps,Bands,Beginner,0.0,
1784,Forward Band Walk,,Strength,Quadriceps,Bands,Beginner,0.0,
1797,Quadriceps SMR,"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upp",Stretching,Quadriceps,Foam Roll,Intermediate,5.4,Average
1798,Clean from Blocks,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.5,Average
1799,Barbell Full Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a compet",Strength,Quadriceps,Barbell,Intermediate,9.4,Average
1800,Barbell back squat to box,"The barbell back squat to box is a popular version of a classic lower-body exercise that utilizes a box at the bottom position of the movement. This allows the lifter to customize the depth of the squat, as well as limit the stretch reflex at the bottom",Powerlifting,Quadriceps,Barbell,Intermediate,9.3,Average
1801,Push-press,"The push-press is an overhead press variation in which the barbell is pushed upward with assistance from the lower body. This ""push"" helps the weight travel through the sticking point of a strict press. The push-press is commonly performed as part of bar",Olympic Weightlifting,Quadriceps,Barbell,Intermediate,9.3,Average
1802,Power snatch-,"The power snatch is a full-body lift in which the bar is pulled from the floor with a wide grip to the overhead position in one movement. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power snatch",Olympic Weightlifting,Quadriceps,Barbell,Expert,9.3,Average
1803,Hang Clean,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.3,Average
1804,Barbell walking lunge,"The barbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as the core muscles. Using a barbell allows you to overload the exercise. It can be performed for moderate reps, such as 8-15 per",Strength,Quadriceps,Barbell,Intermediate,9.2,Average
1805,Olympic Squat,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.1,Average
1806,Narrow-stance squat,"The narrow-stance squat is an exercise that targets the lower body with an emphasis on the quads. Many people will find they can't go as deep in a narrow-stance squat as with a wider squat, which is normal. The narrow-stance squat can be performed for ti",Strength,Quadriceps,Barbell,Expert,9.0,Average
1807,Box Squat with Bands,,Powerlifting,Quadriceps,Barbell,Beginner,9.0,Average
1808,Weighted Jump Squat,,Strength,Quadriceps,Barbell,Beginner,9.0,Average
1809,Squat with Chains,,Powerlifting,Quadriceps,Barbell,Beginner,9.0,Average
1810,Barbell Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a compet",Strength,Quadriceps,Barbell,Intermediate,8.9,Average
1811,Barbell front squat,"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core streng",Strength,Quadriceps,Barbell,Intermediate,8.9,Average
1812,Barbell forward lunge,"The barbell forward lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The forward",Strength,Quadriceps,Barbell,Expert,8.8,Average
1813,Smith machine box squat,"The Smith machine box squat is a machine-based exercise targeting the quads, glutes, and hamstrings. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or power or higher reps for musc",Strength,Quadriceps,Barbell,Intermediate,8.8,Average
1814,Barbell step-up,"The barbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Barbell,Intermediate,8.7,Average
1815,Barbell Bulgarian split squat,"The barbell Bulgarian split squat is a single-leg exercise targeting the quads, glutes, and hamstrings. It is easier to overload with the barbell than when using dumbbells. If balance is an issue, consider using a Smith machine or holding dumbbells at yo",Strength,Quadriceps,Barbell,Intermediate,8.5,Average
1816,Hang Clean - Below the Knees,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,8.5,Average
1817,Barbell hack squat,"The barbell hack squat is a variety of deadlift performed with the barbell behind the legs. This forces the lifter into a body position similar to a squat and targets the quads and glutes. It is named after famed strongman George Hackenschmidt, who perfo",Strength,Quadriceps,Barbell,Expert,8.5,Average
1818,Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to hi",Strength,Quadriceps,Barbell,Intermediate,8.4,Average
1819,Barbell thruster,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into pl",Strength,Quadriceps,Barbell,Intermediate,8.3,Average
1820,Split Jerk,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,8.3,Average
1821,Push-jerk,The push-jerk is a movement in which the barbell is pushed from the front rack position to overhead with help from the legs. It differs from the push-press in that the lifter dips under the bar rather than simply pushing it up. It is popular in CrossFit,Olympic Weightlifting,Quadriceps,Barbell,Intermediate,8.2,Average
1822,Barbell back squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a compet",Strength,Quadriceps,Barbell,Intermediate,8.2,Average
1823,Zercher squat,The Zercher squat is a barbell exercise in which the bar is placed in the crease of your elbows as you perform a normal squat. This movement can be awkward at first but is extremely effective in building both size and strength.,Strength,Quadriceps,Barbell,Intermediate,8.1,Average
1824,Jefferson Squats,,Strength,Quadriceps,Barbell,Beginner,8.0,Average
1825,Jerk Dip Squat,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,8.0,Average
1826,Barbell side split squat,"The barbell side split squat is a variation of the split squat that targets the lower body, specifically the quads, and requires good hip mobility.",Strength,Quadriceps,Barbell,Intermediate,7.8,Average
1827,Frankenstein Squat,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,7.7,Average
1828,Barbell speed squat,The barbell speed squat targets the lower-body muscle groups using lighter weights to perform fast-paced back squats. Speed squats are popular in certain powerlifting training methodologies as a way to engrain form and lifting speed that can carry over t,Strength,Quadriceps,Barbell,Intermediate,7.7,Average
1829,Single-arm side deadlift,"The single-arm side deadlift is a compound exercise that strengthens the glutes, quads, hamstrings, back, and core. It has more of a core stability and anti-rotational component than other deadlift variations. The side deadlift is usually done for low to",Strength,Quadriceps,Barbell,Expert,7.5,Average
1830,Barbell Squat To A Bench,"The barbell back squat to box takes a classic compound exercise for developing the lower body and adds the box element. Muscles worked include the quads, hips, glutes, and upper hamstrings.",Strength,Quadriceps,Barbell,Intermediate,7.4,Average
1831,Clean Pull,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,7.2,Average
1832,Front Barbell Squat To A Bench,,Strength,Quadriceps,Barbell,Beginner,5.3,Average
1833,Barbell reverse lunge,"The barbell reverse lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The reverse",Strength,Quadriceps,Barbell,Intermediate,0.0,Average
1834,Split Clean,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1835,Close-stance dumbbell front squat,"The close-stance dumbbell front squat is a popular exercise for targeting the muscles of the lower body, the quadriceps in particular. Holding dumbbells in the racked position also works the core and upper-back muscles to maintain posture while the lower",Strength,Quadriceps,Barbell,Intermediate,0.0,
1836,Front Squat (Clean Grip),,Strength,Quadriceps,Barbell,Beginner,0.0,Average
1837,Barbell front squat to back squat,"The barbell front squat to back squat is a complex that combines two fundamental barbell squat movements with a press in between to build overall strength, coordination, and endurance. This combo hits every muscle in the lower body, but also seriously ch",Strength,Quadriceps,Barbell,Intermediate,0.0,
1838,Squat Jerk,,Strength,Quadriceps,Barbell,Beginner,0.0,Average
1839,Barbell Front-To-Back Squat,"The barbell front squat to back squat is a complex that combines two fundamental barbell squat movements with a press in between to build overall strength, coordination, and endurance. This combo hits every muscle in the lower body, but also seriously ch",Strength,Quadriceps,Barbell,Intermediate,0.0,
1840,Box Squat with Chains,,Strength,Quadriceps,Barbell,Beginner,0.0,Average
1841,Snatch from Blocks,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1842,Power Snatch from Blocks,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1843,Front Squat (Bodybuilder),"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core streng",Strength,Quadriceps,Barbell,Intermediate,0.0,Average
1844,Barbell step-down reverse lunge,"The barbell step-down reverse lunge is an exercise targeting the lower body, particularly the glutes and hamstrings. The front foot is slightly elevated during this movement, making the subsequent step-down more pronounced and difficult. These are usuall",Strength,Quadriceps,Barbell,Intermediate,0.0,
1845,Squat with Bands,,Powerlifting,Quadriceps,Barbell,Beginner,0.0,Average
1846,Heaving Snatch Balance,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1847,Snatch Balance,,Olympic Weightlifting,Quadriceps,Barbell,Beginner,0.0,Average
1848,Reverse Band Power Squat,,Powerlifting,Quadriceps,Barbell,Beginner,0.0,Average
1872,Front Squats With Two Kettlebells,,Strength,Quadriceps,Kettlebells,Beginner,9.2,Average
1873,Kettlebell Pistol Squat,,Strength,Quadriceps,Kettlebells,Beginner,9.1,Average
1874,Goblet Squat,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can als",Strength,Quadriceps,Kettlebells,Intermediate,8.7,Average
1875,Kettlebell Curtsy Lunge,,Strength,Quadriceps,Kettlebells,Beginner,7.7,Average
1876,Single-arm kettlebell overhead squat,"The single-arm kettlebell overhead squat is a popular kettlebell movement performed while holding a single kettlebell in a locked-out overhead position. It targets the muscles of the lower body dynamically, while also challenging and building shoulder st",Strength,Quadriceps,Kettlebells,Expert,7.0,Average
1877,Kettlebell side squat,"The kettlebell side squat is a popular movement to build mobility and lateral strength in the hips. It can be performed for time or for reps, either on its own or as part of a kettlebell circuit, complex, or flow.",Strength,Quadriceps,Kettlebells,Intermediate,0.0,
1878,Kettlebell sumo squat,"The kettlebell sumo squat is a lower-body movement emphasizing the muscles of the hips, glutes, and quads. It shares attributes with both the kettlebell deadlift and the goblet squat, but is usually performed with a wider stance and the feet pointed more",Strength,Quadriceps,Kettlebells,Intermediate,0.0,Average
1879,Kettlebell thruster progression,"The kettlebell thruster progression is a kettlebell combination movement that includes a squat, curl, press, and overhead extension in a single sequence. It can work well with a light or moderate weight either for time or reps, in circuit-style training,",Strength,Quadriceps,Kettlebells,Intermediate,0.0,
1880,Kettlebell power clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercis",Strength,Quadriceps,Kettlebells,Intermediate,0.0,
1881,Kettlebell fire feet,"Kettlebell fire feet is a dynamic movement that works most of the major muscle groups in the body simultaneously, while also elevating the heart rate. It's a great movement to include in kettlebell or bodyweight circuit training to increase fatigue and b",Plyometrics,Quadriceps,Kettlebells,Intermediate,0.0,
1882,Single Arm Overhead Kettlebell Squat,"The single-arm kettlebell overhead squat is a popular kettlebell movement performed while holding a single kettlebell in a locked-out overhead position. It targets the muscles of the lower body dynamically, while also challenging and building shoulder st",Strength,Quadriceps,Kettlebells,Intermediate,0.0,Average
1915,Dumbbell Goblet Squat,"The goblet squat is a common exercise used in the early stages of learning to squat, or as a movement in general training programs for building size to the quads, glutes, and hamstrings.",Strength,Quadriceps,Dumbbell,Intermediate,8.9,Average
1916,Dumbbell squat,"The dumbbell squat is a classic lower-body exercise that targets the quadriceps, hamstrings, and glutes. While this variation is usually performed with relatively light weights for high reps, it can also be used as a substitute for squats or the trap-bar",Strength,Quadriceps,Dumbbell,Intermediate,8.9,Average
1917,Dumbbell Lunges,"The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps",Strength,Quadriceps,Dumbbell,Intermediate,8.8,Average
1918,Dumbbell reverse lunge,"The dumbbell reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often perf",Strength,Quadriceps,Dumbbell,Intermediate,8.7,Average
1919,Split Squat with Dumbbells,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Strength,Quadriceps,Dumbbell,Intermediate,8.6,Average
1920,Dumbbell sumo squat,"The dumbbell sumo squat is a popular lower-body movement using a single dumbbell held in front of the legs. It is performed with a wider than shoulder-width stance, which increases the demand on the glutes, hamstrings, and adductors while still benefitin",Strength,Quadriceps,Dumbbell,Intermediate,8.3,Average
1921,Dumbbell seated box jump,"The dumbbell seated box jump is an explosive exercise that builds the quadriceps as well as overall lower-body strength and explosiveness. All you need is a box, a bench, and a light dumbbell. Performing it from a seated position eliminates the stretch r",Plyometrics,Quadriceps,Dumbbell,Intermediate,8.3,Average
1922,Dumbbell step-up,"The dumbbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Dumbbell,Intermediate,8.2,Average
1923,Dumbbell Walking Lunge,"The dumbbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as core muscles.",Strength,Quadriceps,Dumbbell,Intermediate,7.3,Average
1924,Dumbbell Squat To A Bench,,Strength,Quadriceps,Dumbbell,Beginner,7.0,Average
1925,Dumbbell thruster,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells are also a great option.",Strength,Quadriceps,Dumbbell,Intermediate,0.0,Average
1926,Dumbbell front squat,"The dumbbell front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding dumbbells in the racked position also works the core and upper-back muscles to maintain posture while th",Strength,Quadriceps,Dumbbell,Intermediate,0.0,
1927,Single-Arm Dumbbell Overhead Squat,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1928,Dumbbell lateral hop,"The dumbbell lateral hop is an explosive exercise that targets the muscles of the hips and legs. Adding dumbbells adds a challenge to the core, as well. Because balance can be a challenge, it is usually performed with relatively light weights, often as a",Plyometrics,Quadriceps,Dumbbell,Intermediate,0.0,
1929,Dumbbell lunge with biceps curl,"The dumbbell lunge with biceps curl combines an isometric hold at the bottom of a lunge with a dumbbell biceps curl. The two exercises combine to target the legs, core, and biceps. The curl will determine the amount of weight you can use, but even a ligh",Strength,Quadriceps,Dumbbell,Intermediate,0.0,
1930,Dumbbell Pistol Squat,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1931,Dumbbell Squat Snatch,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1932,Dumbbell Alternating Lunge,,Strength,Quadriceps,Dumbbell,Beginner,0.0,
1933,Dumbbell jump squat,"The dumbbell jump squat is a popular movement combining an explosive lower-body movement with extra upper-body loading in the form of dumbbells held in the hands. Done with heavier weights, it can be trained for low reps with a power focus. With light we",Plyometrics,Quadriceps,Dumbbell,Intermediate,0.0,
1934,Dumbbell Side Lunge,,Strength,Quadriceps,Dumbbell,Beginner,0.0,Average
1997,Tire flip,"The tire flip is an exercise that works the entire body, starting from a deadlift position and ending with a giant tire being flipped over. Each flip moves the tire farther in one direction until a set has been completed. It can be performed for time or",Strongman,Quadriceps,Other,Intermediate,9.4,Average
1998,Single Leg Push-off,,Plyometrics,Quadriceps,Other,Beginner,9.2,Average
1999,Bear crawl sled drag,"The bear crawl sled drag is an advanced variation of the bear crawl exercise involving added resistance from a sled or other weight. If no sled is available, other viable options include dragging chain, a barbell plate, or a tire. The bear crawl sled dra",Strongman,Quadriceps,Other,Intermediate,9.0,Average
2000,Bicycling,,Cardio,Quadriceps,Other,Intermediate,8.9,Average
2001,Hex-bar deadlift,The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with,Strength,Quadriceps,Other,Intermediate,8.8,Average
2002,Skating,,Cardio,Quadriceps,Other,Beginner,8.4,Average
2003,Weighted sissy squat,"The weighted sissy squat is an exercise primarily targeting the quadriceps. In sissy squats, the knees travel over the toes, placing the quads under a fairly extreme stretch. They are usually performed for moderate to high reps as part of a lower-body tr",Strength,Quadriceps,Other,Intermediate,8.4,Average
2004,Dumbbell step-up,"The dumbbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Dumbbell,Intermediate,8.2,Average
2005,Yoke Walk,,Strongman,Quadriceps,Other,Beginner,8.0,Average
2006,Front Cone Hops (or hurdle hops),,Plyometrics,Quadriceps,Other,Beginner,7.3,Average
2007,Weighted Squat,,Strength,Quadriceps,Other,Beginner,7.2,Average
2008,Bench skip,"The bench skip is an explosive lower-body exercise that involves alternating the position of the feet on top of a bench. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high re",Plyometrics,Quadriceps,Other,Intermediate,7.0,Average
